llm_name,metadata_format,processing_stage,url,domain,provider,name,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,manual_score
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Resource type,2,False,veg,"Species Distribution Model; The type of resource provided, identified as a species distribution model.",0.0,0.019607843137254943,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Resource type,2,False,Occurrence dataset,Occurrence Dataset; The resource type indicates that this dataset contains records of biological occurrences.,0.25,0.1651376146788991,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Resource type,2,False,Occurrence dataset,"Occurrence Dataset; This entity specifies the type of resource represented by the dataset, such as an occurrence dataset.",0.19999999999999998,0.14876033057851235,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Resource type,2,False,Occurrence dataset,"Occurrence dataset; The specific classification of the data resource, indicating it contains records of species occurrences.",0.2222222222222222,0.14516129032258063,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Resource type,2,False,Occurrence dataset,Occurrence dataset; The category or type of data contained within this resource.,0.2857142857142857,0.22499999999999998,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Resource type,1,False,Dataset,Dataset; This field indicates that the resource described is a dataset.,0.16666666666666669,0.09859154929577463,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Resource type,1,False,Dataset,Dataset; This indicates that the resource provided is a collection of data.,0.15384615384615385,0.09333333333333338,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Responsible organization metadata,1,False,Wageningen Marine Research,Wageningen Marine Research; The organization responsible for creating and maintaining the metadata.,0.4,0.26262626262626265,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Responsible organization metadata,1,False,Het Pon & Telos,Het Pon & Telos; The organization responsible for the metadata.,0.5,0.23809523809523814,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Responsible organization metadata,1,False,"Rijkswaterstaat, servicedesk-data@rws.nl",Rijkswaterstaat; Rijkswaterstaat is the contact organization responsible for the metadata.,0.13333333333333333,0.3111111111111111,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Responsible organization metadata,2,False,NASA,NASA LP DAAC; NASA LP DAAC is identified as the dataset provider.,0.15384615384615385,0.06153846153846154,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Responsible organization metadata,2,False,Wageningen University & Research,DANS Data Station Life Sciences; The organization responsible for providing and maintaining the dataset's metadata.,0.0,0.16521739130434787,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Responsible organization metadata,0,True,N/A,LP DAAC; The Land Processes Distributed Active Archive Center (LP DAAC) is the organization responsible for managing and distributing the MOD09A1 data and its associated metadata.,0.0,0.005586592178770999,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Responsible organization metadata,0,True,N/A,opengeohub; Opengeohub is identified as the provider of the metadata and data.,0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Responsible organization metadata,0,True,N/A,Opengeohub; The organization responsible for providing the metadata.,0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Responsible organization metadata,0,True,N/A,"Opengeohub; Opengeohub is identified as the provider of the data, implying it is the responsible organization for the metadata.",0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Responsible organization metadata,0,True,N/A,Opengeohub; The organization responsible for providing the data and metadata.,0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Responsible organization metadata,1,False,Cornell Lab of Ornithology,Cornell Lab Of Ornithology; The Cornell Lab of Ornithology is the organization responsible for managing and hosting the metadata.,0.34782608695652173,0.20155038759689925,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Responsible organization metadata,2,False,Netherlands Biodiversity Information Facility (NLBIF),Netherlands Biodiversity Information Facility (NLBIF); This entity identifies the organization responsible for hosting and managing the dataset's metadata.,0.4166666666666667,0.3419354838709677,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Responsible organization metadata,2,False,Netherlands Biodiversity Information Facility (NLBIF),Netherlands Biodiversity Information Facility (NLBIF); The organization responsible for hosting and managing the metadata for this dataset.,0.45454545454545453,0.38129496402877694,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Responsible organization metadata,2,False,Netherlands Biodiversity Information Facility (NLBIF),Netherlands Biodiversity Information Facility; The organization responsible for hosting the metadata.,0.5000000000000001,0.4554455445544554,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Responsible organization metadata,0,True,N/A,Zenodo; This field identifies Zenodo as the organization responsible for publishing and hosting the dataset's metadata.,0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Responsible organization metadata,0,True,N/A,Zenodo; This organization is responsible for publishing and maintaining the dataset's metadata.,0.0,0.0,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Spatial coverage,2,False,Wadden Sea,"Waddenzee; The geographical area that the data covers, specifically the Wadden Sea.",0.2857142857142857,0.12048192771084343,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Spatial coverage,2,False,Wadden area,Waddengebied; The geographical area covered by the data.,0.2,0.1964285714285714,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Spatial coverage,2,False,Wadden sea,Waddenzee; The dataset's spatial coverage is specifically the Wadden Sea region.,0.2857142857142857,0.125,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Spatial coverage,2,False,Global,Global; The dataset provides global observations of the land.,0.19999999999999998,0.09836065573770492,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Spatial coverage,1,False,Netherlands,The Netherlands; The geographical area covered by the dataset is the country of the Netherlands.,0.125,0.11458333333333337,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Spatial coverage,2,False,western United States,Global Coverage; The MOD09A1 data product provides spatial coverage across the entire globe.,0.0,0.11956521739130432,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Spatial coverage,2,False,Europe,<Nightly Inference>; Spatial coverage details are not explicitly provided in the text.,0.0,0.046511627906976716,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Spatial coverage,2,False,Europe,Not Explicitly Provided; The geographical extent that the dataset covers is not explicitly stated in the text.,0.0,0.045454545454545414,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Spatial coverage,2,False,Europe,"Not Explicitly Stated; While a map is referenced, a specific spatial coverage boundary or description is not explicitly given.",0.0,0.04761904761904767,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Spatial coverage,2,False,Europe,N/A; The specific geographic area covered by the dataset is not explicitly detailed in the input text.,0.0,0.039215686274509776,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Spatial coverage,1,False,Worldwide,Worldwide; The dataset's spatial coverage includes observations from around the entire globe.,0.14285714285714288,0.09677419354838712,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Spatial coverage,2,False,"locations Zilkerpad, van Limburgstirum Vallei and Wolfsveld in the Amsterdam Water Supply Dunes","Amsterdamse Waterleidingduinen, Netherlands; This entity describes the geographical area or region from which the data was collected.",0.06666666666666667,0.21052631578947367,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Spatial coverage,2,False,the herbivore exclosure Zeeveld Noord in the Amsterdam Water Supply Dunes,"Amsterdamse Waterleidingduinen, Zeeveld Noord; The geographical area or location to which the dataset's information pertains.",0.2222222222222222,0.264,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Spatial coverage,2,False,The area Westweg of the Amsterdam Water Supply Dunes,"Amsterdamse Waterleidingduinen, Westweg area; The geographical area covered by the data.",0.3,0.28409090909090906,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Spatial coverage,2,False,Amsterdamse Waterleidingduinen,Amsterdamse Waterleidingduinen; This field specifies the geographical area where the camera trap data was collected.,0.23529411764705882,0.2586206896551724,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Spatial coverage,2,False,Belgium,Belgium; The dataset covers the geographical area of Belgium.,0.19999999999999998,0.11475409836065575,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Spatial reference system,0,True,N/A,"Not Specified; The coordinate system or projection used for the spatial data, which is not explicitly stated.",0.0,0.00917431192660545,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Spatial reference system,0,True,N/A,"Not Explicitly Stated; The coordinate system used for spatial data, which is not explicitly mentioned.",0.0,0.009803921568627416,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Spatial reference system,1,False,EPSG:28992,EPSG:28992; This is the coordinate reference system used for the spatial information within the dataset.,0.2222222222222222,0.09615384615384615,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Spatial reference system,0,True,N/A,Not explicitly provided; Information about the specific spatial reference system is not explicitly provided in the text.,0.0,0.008333333333333304,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Spatial reference system,0,True,N/A,"ArcGIS Shapefiles, MapInfo (mif/mid); The spatial data is provided in formats compatible with ArcGIS and MapInfo, implying their respective reference systems.",0.0,0.012658227848101222,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Spatial reference system,1,False,Sinusoidal,Sinusoidal Coordinate System; The MOD09A1 data product uses a Sinusoidal projection as its spatial reference system.,0.11764705882352941,0.08620689655172409,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Spatial reference system,0,True,N/A,<Nightly Inference>; Information regarding the spatial reference system is not explicitly provided in the text.,0.0,0.009009009009009028,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Spatial reference system,0,True,N/A,Not Explicitly Provided; The coordinate system or projection used for the spatial data is not explicitly mentioned.,0.0,0.008695652173912993,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Spatial reference system,0,True,N/A,Not Explicitly Stated; A specific spatial reference system is not explicitly stated in the provided text.,0.1111111111111111,0.01904761904761909,-1
Gemini 2.5 Flash,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Spatial reference system,0,True,N/A,N/A; The specific spatial reference system used for the dataset is not explicitly stated in the input text.,0.1904761904761905,0.028037383177570097,-1
